"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TXNRD1",-1763.30555555556,3296.99166666667,-4.1074482856097,0.00919564625573481,0.117535239859867,-4.59204056751474
"HIRA",-265.963888888889,289.434722222222,-4.10658853442281,0.0092034005441717,0.117535239859867,-4.5920409448509
"ATP2C2",475.813888888889,899.865277777778,4.10459251184442,0.00922143219767745,0.117535239859867,-4.59204182151941
"GGT2",1544.95555555556,1903.28888888889,4.10436486375977,0.00922349130896227,0.117535239859867,-4.59204192156056
"FBXW11",-311.888888888889,659.9,-4.1038784765903,0.00922789253035102,0.117535239859867,-4.59204213534467
"RPS6KB2",1335.54166666667,2147.93472222222,4.10290540811514,0.00923670490231156,0.117535239859867,-4.59204256320041
"SPTLC1",-1549.46666666667,2486.78888888889,-4.10271312642239,0.00923844740495968,0.117535239859867,-4.59204264777116
"C5orf15",-1439.73333333333,2325.2,-4.10212892438946,0.00924374390812229,0.117535239859867,-4.59204290476978
"AMFR",-680.647222222222,1305.09305555556,-4.10060158347061,0.00925760765811908,0.117535239859867,-4.59204357702813
"CYP1B1",-959.327777777778,697.013888888889,-4.09923692342914,0.0092700150205066,0.117535239859867,-4.59204417812314
"NDUFA5",-499.697222222223,735.593055555556,-4.09835140834452,0.00927807629412363,0.117535239859867,-4.59204456839064
"ZBTB7A",-318.544444444445,338.194444444444,-4.09550489151211,0.00930404429777551,0.117540465837256,-4.59204582410609
"EVI2A",-189.644444444445,122.8,-4.09546922056376,0.00930437024518187,0.117540465837256,-4.59204583985351
"RPL13",8002.68888888889,16414.5055555556,4.08743100278362,0.0093781571221254,0.118308057139257,-4.5920493957123
"IL23A",667.491666666667,1248.25416666667,4.08142692195116,0.00943371168048944,0.118798922080585,-4.592052061213
"GLT8D1",-468.3,809.95,-4.08010505888473,0.00944599348752963,0.118798922080585,-4.59205264914395
"CYP2B7P",438.722222222222,626.080555555556,4.07832820919765,0.00946253174085611,0.118798922080585,-4.59205344006346
"KDM5A",-474.577777777778,454.877777777778,-4.07641450209646,0.00948038113574623,0.118798922080585,-4.59205429270037
"ITPKB",1069.31388888889,1718.29027777778,4.07619148373994,0.00948246377941471,0.118798922080585,-4.59205439211835
"DYRK1A",-945.547222222223,1402.80972222222,-4.07355926237652,0.00950708448568404,0.118820497638765,-4.59205556637162
"WFS1",-1645.99444444445,1650.13055555556,-4.07166476872107,0.00952485037137421,0.118820497638765,-4.59205641249163
"PRKACB",-318.611111111111,334.672222222222,-4.06967381649256,0.0095435620377959,0.118820497638765,-4.59205730257037
"INHA",201.755555555556,341.505555555556,4.06807118429653,0.0095586549006493,0.118820497638765,-4.59205801970065
"SCRN1",-1398.78888888889,1287.96666666667,-4.06626968321568,0.00957565345364064,0.118820497638765,-4.59205882651663
"MBD3",1225.58333333333,2875.26944444444,4.06582408699334,0.00957986336748304,0.118820497638765,-4.59205902619431
"GLUD2",-941.175000000001,1055.2375,-4.06534075225913,0.00958443223859302,0.118820497638765,-4.59205924283427
"GBE1",-895.880555555556,1639.27638888889,-4.06487481670919,0.00958883901455626,0.118820497638765,-4.59205945172599
"ZBTB18",-490.275,469.431944444444,-4.05984907060456,0.00963652070406205,0.119248661519068,-4.59206170805511
"AHSA1",-720.419444444445,1516.79027777778,-4.0577247435924,0.0096567572900736,0.119305575697565,-4.59206266351588
"LRIG1",-269.616666666667,238.269444444444,-4.05661062893413,0.00966739003780772,0.119305575697565,-4.59206316502531
"SLC12A3",-430.569444444445,375.990277777778,-4.05452569078149,0.00968732425335552,0.119389370682806,-4.59206410430697
"OSER1",-323.416666666667,258.241666666667,-4.05026714680264,0.00972818770123132,0.119730526951604,-4.59206602591515
"HEXIM1",-386.444444444445,664.95,-4.04727380189352,0.00975702955730037,0.119923003340946,-4.59206737911505
"DNPH1",1653.85555555556,2959.78888888889,4.04527229876626,0.00977636962142456,0.119998331447837,-4.59206828508469
"ITPR3",736.655555555556,1008.79444444444,4.04005163459948,0.00982702375600451,0.120246879819631,-4.59207065254047
"NFAT5",269.558333333333,266.615277777778,4.03997322960828,0.00982778678978342,0.120246879819631,-4.59207068814341
"ABCC8",701,1114.4,4.03909533292703,0.00983633509919472,0.120246879819631,-4.59207108688476
"MOGS",901.955555555556,1709.37222222222,4.03691286825275,0.00985762344464206,0.120345152886672,-4.592072078935
"PIKFYVE",-648.644444444445,1133.29444444444,-4.03134278451355,0.00991219638269242,0.120848966099322,-4.5920746158512
"WHAMM",251.880555555556,275.131944444444,4.02199447224569,0.0100045700530809,0.121811675324576,-4.59207888979986
"PSAP",-14956.2333333333,27337.2388888889,-4.01501979455409,0.0100741346559491,0.122409971112008,-4.59208209184859
"TAPBP",-8168.01111111112,12157.0333333333,-4.01436813659071,0.0100806625995576,0.122409971112008,-4.59208239160487
"TIPRL",-241.133333333333,213.222222222222,-4.01126556348948,0.0101118092651607,0.122624250407816,-4.59208382012623
"GTF2A2",-1431.39166666667,1893.35694444444,-4.00599866362057,0.0101649374531409,0.122984971737481,-4.59208625035786
"RPL36A-HNRNPH2",-321.713888888889,522.234722222222,-4.00430832655519,0.0101820562181875,0.122984971737481,-4.59208703169279
"MIR7110",855.669444444445,1021.72638888889,4.00429657426636,0.010182175354683,0.122984971737481,-4.59208703712749
"SEPT10",-2034.73333333333,2405.68888888889,-4.0025154681329,0.0102002495177772,0.123021076565707,-4.59208786115429
"AZGP1",642.827777777778,708.630555555556,4.00133462282811,0.0102122527502524,0.123021076565707,-4.5920884078845
"KHDRBS1",-691.75,1979.08055555556,-3.99984012636211,0.0102274675347653,0.12303409176912,-4.59208910030791
"CDKL5",538.672222222222,596.169444444444,3.99836366822047,0.0102425242911168,0.12303409176912,-4.59208978489325
"RARG",583.491666666667,876.029166666667,3.99724299897166,0.0102539697753191,0.12303409176912,-4.59209030485579
"ASCL1",-253.208333333333,243.873611111111,-3.99373710957766,0.0102898708207508,0.123139871437375,-4.59209193342519
"KYAT1",-1635.21111111111,2788.00555555556,-3.99254244957467,0.0103021374030041,0.123139871437375,-4.59209248904026
"PRKAR1B",1720.76111111111,2360.775,3.99241400431561,0.0103034572599807,0.123139871437375,-4.59209254879807
"MBOAT2",-340.547222222222,420.329166666667,-3.98615417437189,0.0103680173396263,0.123497281241238,-4.59209546587898
"IARS",-1020.54722222222,1546.50972222222,-3.98568238006706,0.0103729019636054,0.123497281241238,-4.59209568611376
"MUC3A",3825.83055555556,3168.73472222222,3.98430638502714,0.0103871631636837,0.123497281241238,-4.59209632873532
"AGPAT2",1449.53888888889,2424.525,3.98338619870591,0.0103967128156378,0.123497281241238,-4.59209675873606
"PDE4B",-658.469444444445,448.120833333333,-3.98294016299973,0.0104013453869368,0.123497281241238,-4.59209696724026
"DCTD",-1953.82777777778,1855.56388888889,-3.97766483360092,0.0104563159300402,0.123987881974615,-4.59209943686219
"HLA-DMA",1933.94444444444,5197.8,3.97509748532142,0.010483189287518,0.12414446975036,-4.59210064116854
"IGKV1OR2-118",713.738888888889,1514.89722222222,3.97193801993321,0.0105163696159138,0.124279336767392,-4.59210212540221
"C6orf62",-453.980555555556,474.765277777778,-3.97140842303818,0.010521943187727,0.124279336767392,-4.59210237442788
"YIPF6",-767.238888888889,809.530555555556,-3.96952290969573,0.010541814253789,0.124287622075317,-4.59210326157736
"FAM53B",986.205555555555,1220.98055555556,3.96874626208582,0.01055001173842,0.124287622075317,-4.59210362724553
"CREBL2",-232.811111111111,515.1,-3.96633520506921,0.0105755070778482,0.124351016207888,-4.59210476336787
"ITGB1",300.033333333333,184.655555555556,3.9656492138482,0.0105827739214684,0.124351016207888,-4.59210508687253
"CDC16",-514.083333333334,1522.825,-3.96165717919327,0.0106251764252737,0.124586489906303,-4.59210697172192
"KIFC3",2461.87777777778,2931.78333333333,3.96118106956898,0.0106302465790361,0.124586489906303,-4.59210719677567
"WNT6",5588.24444444444,14806.9444444444,3.9565415141669,0.0106797996785601,0.12500595422727,-4.59210939273805
"NEURL1",588.416666666667,1191.14166666667,3.95240237942316,0.0107242321991651,0.125364480135157,-4.59211135625641
"SLC20A1",-629.794444444445,1012.13611111111,-3.94264859007029,0.0108297793210387,0.126435585569401,-4.59211599976028
"GJA9-MYCBP",-642.855555555556,1004.86666666667,-3.93800059536714,0.0108804955533191,0.126864622735298,-4.59211822072526
"CCND2",500.697222222222,792.551388888889,3.9356203155397,0.0109065734194,0.127005649190269,-4.59211936015381
"ATIC",-344.608333333333,535.976388888889,-3.93228001842895,0.0109432902284391,0.127248658684371,-4.59212096148708
"CRIP1",1574.39444444444,1847.71388888889,3.93117563946129,0.0109554608709874,0.127248658684371,-4.59212149152888
"ASXL1",-352.466666666667,1017.76111111111,-3.92463070823597,0.0110279082475074,0.127926552505887,-4.59212463891543
"RPL22",-1507.18333333333,3286.98055555556,-3.91996390242269,0.011079902365534,0.128365756614982,-4.59212688960164
"MYO1E",-1758.85,2217.96944444444,-3.91647334458631,0.0111189756817173,0.128403226418691,-4.59212857654311
"CANX",-5755.83333333334,9835.08333333333,-3.9156073503278,0.011128694110484,0.128403226418691,-4.59212899553559
"IMMT",-265.686111111111,467.451388888889,-3.91544455868671,0.0111305220927052,0.128403226418691,-4.59212907431961
"CAV1",269.061111111111,425.130555555556,3.91462917596608,0.0111396831903477,0.128403226418691,-4.59212946902829
"ING1",-942.425,659.865277777778,-3.9090478618872,0.0112026241257462,0.12888980899054,-4.59213217526464
"R3HDM2",-738.252777777778,1383.47361111111,-3.90837166587684,0.0112102773425659,0.12888980899054,-4.59213250366244
"CCDC6",-349.097222222222,336.745833333333,-3.90481129233583,0.0112506729694029,0.129190723869894,-4.59213423465926
"MECP2",-1498.29722222222,1549.5875,-3.89745817618288,0.0113346308379258,0.129990469571818,-4.59213781967569
"TOB2",340.588888888889,1175.5,3.88835012021209,0.01143962572274,0.131029155661599,-4.59214227916109
"KHDRBS3",222.366666666667,441.677777777778,3.88422350282758,0.0114875632899608,0.131201852839761,-4.59214430652776
"GJA5",-2060.28333333333,3171.90277777778,-3.88259779820535,0.0115065118456553,0.131201852839761,-4.59214510640412
"AKR1A1",3856.89444444445,5252.29722222222,3.88186695227283,0.0115150419763522,0.131201852839761,-4.59214546621193
"CCL25",843.941666666667,911.729166666667,3.88124332943666,0.0115223263822221,0.131201852839761,-4.5921457733391
"EXPH5",-2393.38611111111,1398.49583333333,-3.88084969467188,0.0115269270688241,0.131201852839761,-4.59214596725054
"HCLS1",922.458333333333,1663.31527777778,3.87916620411232,0.0115466270109225,0.131261593417033,-4.59214679701155
"AGT",1588.64166666667,1617.2375,3.87752837305687,0.0115658297403997,0.131315539415064,-4.59214760495869
"OR2B6",335.852777777778,581.101388888889,3.87614498004876,0.011582077867706,0.13133584678199,-4.59214828792203
"SEPHS2",793.366666666666,1460.08888888889,3.87092966465916,0.0116435683582663,0.131868493015128,-4.5921508670378
"USP19",669.191666666666,1807.2375,3.86783177649538,0.0116802709076641,0.132045589914592,-4.59215240231304
"RPL8",10174.2,25679.8777777778,3.86715718606099,0.0116882807763219,0.132045589914592,-4.59215273695694
"PVR",-492.105555555556,691.502777777778,-3.86208836025417,0.0117486683543376,0.132560447061805,-4.59215525517428
"HNRNPH3",-1458.91666666667,2526.28611111111,-3.86088617456392,0.0117630430839827,0.132560447061805,-4.59215585339224
"SS18",-610.877777777778,875.772222222222,-3.85753043461668,0.0118032750907515,0.132811929748654,-4.59215752520134
"PAPOLA",-372.75,396.591666666667,-3.85658794203665,0.0118146030206884,0.132811929748654,-4.5921579952661
"DSTN",-3687.18333333334,7572.98611111111,-3.85013832971073,0.0118924571707204,0.133521864625035,-4.59216121812804
"RALBP1",-679.061111111112,1334.99722222222,-3.84824953641535,0.0119153683264096,0.133613938899726,-4.59216216398763
"KHNYN",886.130555555555,1960.35694444444,3.84555133822064,0.0119481854651399,0.133798551783724,-4.59216351677705
"FAM168A",-187.072222222222,165.672222222222,-3.84447602410908,0.0119612929702063,0.133798551783724,-4.59216405643011
"PIM1",871.933333333334,1413.82222222222,3.83879889698606,0.0120307680413443,0.134350981849974,-4.5921669105032
"MAPKBP1",678.494444444445,776.769444444444,3.83739322049508,0.0120480417052445,0.134350981849974,-4.59216761847491
"TST",858.861111111111,2253.26388888889,3.83545196628252,0.0120719435920502,0.134350981849974,-4.59216859703682
"MAN2B1",675.355555555556,1105.36666666667,3.83539553814078,0.0120726391818876,0.134350981849974,-4.59216862549622
"CPQ",-428.725,639.090277777778,-3.83442287953167,0.0120846363725012,0.134350981849974,-4.59216911618463
"INPP1",898.966666666667,866.933333333333,3.82996736702263,0.0121397675878956,0.134779101819878,-4.59217136706309
"SPINT1",1527.36111111111,2134.20277777778,3.82891573201194,0.0121528222383002,0.134779101819878,-4.59217189909439
"POLR2F",1221.36111111111,4589.13055555556,3.82585779168948,0.0121908740288365,0.134929427809519,-4.59217344777671
"OSMR",-269.75,504.747222222222,-3.82543969834271,0.0121960872213602,0.134929427809519,-4.59217365970875
"UBE2D3",-880.427777777778,1416.29166666667,-3.82366466263887,0.0122182485577505,0.135010160158209,-4.59217455998673
"CDC37",1983.89444444444,4515.56388888889,3.81380357495818,0.0123422079875893,0.136214186089033,-4.59217957648993
"IQCJ-SCHIP1",-778.441666666667,694.534722222222,-3.80688584953253,0.0124300280091984,0.137016922824695,-4.59218311095468
"COX6A2",972.833333333334,1104.28888888889,3.80431497284623,0.012462847432498,0.137118073332934,-4.59218442771697
"EBP",554.494444444445,1285.20833333333,3.80380288516101,0.012469396518001,0.137118073332934,-4.59218469020945
"AQP8",810.588888888889,929.652777777778,3.80111072956036,0.0125038913949459,0.137276932432274,-4.59218607133388
"PPFIBP2",245.288888888889,1109.92777777778,3.79980825438975,0.0125206193807493,0.137276932432274,-4.59218674021823
"EIF3J",-190.927777777778,173.088888888889,-3.79869741045054,0.0125349064625049,0.137276932432274,-4.59218731104704
"RNPEP",1057.36111111111,3012.96388888889,3.79796803403613,0.0125442974698654,0.137276932432274,-4.59218768602989
"GNG11",2196.57777777778,3615.42222222222,3.7943671978744,0.0125907779231568,0.137528001513606,-4.59218953934775
"VDAC2",-392.991666666667,755.5375,-3.79164417243481,0.0126260584092361,0.137528001513606,-4.59219094316069
"LTC4S",1359.825,1673.56805555556,3.79160782052666,0.0126265301628247,0.137528001513606,-4.59219096191473
"HOXC4",-313.619444444445,250.979166666667,-3.79043898846571,0.0126417093409892,0.137528001513606,-4.59219156510656
"ARHGEF7",1337.10555555555,3046.45277777778,3.79034381040649,0.0126429463023077,0.137528001513606,-4.59219161424058
"PPFIA4",-979.333333333334,1342.24444444444,-3.7792120538846,0.0127885786822568,0.138921185885534,-4.59219737755949
"NAMPT",-671.261111111112,533.919444444444,-3.7782229818764,0.012801610986039,0.138921185885534,-4.59219789124819
"EXT2",-426.247222222223,525.870833333333,-3.77344740527025,0.0128647497492143,0.139439763689873,-4.5922003752209
"FAM214B",2707.57777777778,2620.15555555556,3.77066746620341,0.0129016679852123,0.139659257296011,-4.59220182401512
"ZNF460",292.405555555556,229.869444444444,3.76960933459542,0.0129157520784596,0.139659257296011,-4.59220237602034
"ZNF185",-1998.05833333333,1344.30972222222,-3.76301659703749,0.0130039011737086,0.140445225161468,-4.59220582214535
"APOC4-APOC2",491.794444444444,776.380555555556,3.76009217799977,0.0130432228682281,0.140530142396301,-4.59220735456098
"KNG1",693.872222222222,1119.38611111111,3.75981616245098,0.0130469411928425,0.140530142396301,-4.59220749931512
"C2orf27B",1356.32777777778,2638.14722222222,3.75898251128417,0.0130581790358338,0.140530142396301,-4.59220793664266
"HBB",4383.46111111111,3666.49166666667,3.75239253269683,0.0131474047007409,0.141322931238851,-4.59221140036536
"LOC100507424",359.6,337.194444444444,3.74805850085935,0.0132064660726267,0.141789989760837,-4.59221368481814
"GSTT1",848.783333333334,1858.93055555556,3.74171682969712,0.0132934342102158,0.142555210072479,-4.59221703676712
"FTH1",4170.86666666666,9768.32777777778,3.73841705191531,0.0133389456368598,0.142874579268393,-4.59221878526617
"SYN1",8165.85555555555,10817.4944444444,3.73643227006775,0.0133664061316468,0.142984782581183,-4.59221983841429
"PIGC",786.055555555556,1575.29444444444,3.73476564600753,0.0133895147070556,0.142984782581183,-4.59222072358328
"TPR",697.736111111111,2742.75972222222,3.73426535428219,0.0133964604179882,0.142984782581183,-4.59222098944529
"ADH5",-512.447222222223,779.548611111111,-3.72968595363625,0.0134602295947465,0.143108767065661,-4.59222342621671
"HBE1",430.163888888889,544.1125,3.72952961843812,0.0134624127184469,0.143108767065661,-4.59222350950754
"N4BP2L1",-861.619444444444,834.415277777778,-3.72945547093772,0.0134634482837138,0.143108767065661,-4.59222354901352
"LOC101928830",1197.99166666667,2498.10972222222,3.72871108098136,0.0134738496978502,0.143108767065661,-4.59222394571083
"PAPSS1",-984.633333333334,1253.2,-3.72765756726758,0.0134885862330313,0.143108767065661,-4.59222450740748
"RAB21",-474.155555555556,673.094444444444,-3.72665617804469,0.013502610742626,0.143108767065661,-4.59222504159832
"KLF12",392.316666666667,364.869444444444,3.7253990669561,0.0135202402661755,0.143128604123161,-4.59222571259764
"SERPINF1",956.3,1491.09444444444,3.71632350438323,0.0136482983702013,0.1442761740899,-4.59223056982797
"SLC25A14",-199.994444444444,227.097222222222,-3.71547014494183,0.0136604106261493,0.1442761740899,-4.59223102772488
"PML",192.269444444444,324.393055555556,3.71315176329517,0.0136933789451714,0.144456400649236,-4.59223227275206
"ALDH1L1",773.933333333334,1360.1,3.71139091010061,0.013718479778804,0.144553308388488,-4.59223321937652
"DUT",-1640.47222222222,2871.09166666667,-3.70709357752602,0.0137799590923036,0.144951458997039,-4.59223553324076
"GSK3B",-252.652777777778,260.554166666667,-3.70596915808014,0.0137960974246104,0.144951458997039,-4.59223613952967
"GPRC5A",-949.525,902.998611111111,-3.70540929783677,0.0138041409261741,0.144951458997039,-4.59223644153957
"PFKL",1568.63333333333,3247.48888888889,3.70192868034895,0.0138542673198811,0.145101112530147,-4.59223832109188
"NPC2",-1374.03888888889,5552.925,-3.70156110369232,0.0138595731409639,0.145101112530147,-4.59223851978407
"KRT8",4539.21111111111,6265.09444444444,3.70109407097056,0.0138663179209697,0.145101112530147,-4.59223877229169
"HMGN3",-3226.59444444445,5249.98055555556,-3.6978665757973,0.0139130313527022,0.145260811495556,-4.59224051895962
"LRRFIP1",-664.6,1069.35,-3.69782981411186,0.0139135644612059,0.145260811495556,-4.59224053887135
"CTSA",4289.67777777778,6837.02777777778,3.69589100832613,0.0139417136371218,0.145298646950403,-4.59224158955316
"CADM4",480.45,1240.69166666667,3.69321170906043,0.0139807210944821,0.145298646950403,-4.59224304327109
"SLC6A7",3122.13888888889,4118.19722222222,3.69282482658288,0.0139863639489299,0.145298646950403,-4.59224325335102
"FAM3C",-187.494444444445,144.497222222222,-3.69190541623471,0.0139997844066411,0.145298646950403,-4.59224375276714
"TSNAX",-296.097222222223,860.306944444444,-3.69170252956116,0.014002747886411,0.145298646950403,-4.59224386300571
"MEP1B",275.705555555556,232.355555555556,3.69098946022259,0.0140131690772381,0.145298646950403,-4.59224425054467
"ITPR2",781.8,1066.16666666667,3.68612963370814,0.0140844297703888,0.145871009811222,-4.59224689559895
"MYOM1",458.775,1825.30694444444,3.68381733750371,0.0141184807880257,0.146057130976808,-4.5922481564629
"SNRNP70",4677.55,10423.9638888889,3.68244009822839,0.0141388067914582,0.146101003511734,-4.59224890817479
"AP4S1",-254.855555555556,199.405555555556,-3.68114889118179,0.0141578934579218,0.146131984407163,-4.59224961341931
"ARF4",-2129.76111111111,3847.00833333333,-3.6743980490623,0.014258165170919,0.146999902664538,-4.59225330839627
"ATXN7L1",619.094444444445,727.752777777778,3.67226777207668,0.0142899748421703,0.147015044940703,-4.59225447707321
"CCHCR1",750.988888888889,1117.11111111111,3.67213197333472,0.0142920053597535,0.147015044940703,-4.59225455161684
"ITGB3",-550.816666666667,634.163888888889,-3.67018776967462,0.0143211120411129,0.147147806187136,-4.59225561942185
"GAL3ST1",928.661111111111,767.847222222222,3.66691607823577,0.0143702455127379,0.14732930394719,-4.59225741876033
"MAL",1517.85277777778,1849.7625,3.66591776512889,0.0143852762531999,0.14732930394719,-4.59225796841581
"KATNA1",-198.744444444445,128.044444444444,-3.66577433336365,0.0143874372565405,0.14732930394719,-4.59225804741058
"CD163",429.644444444444,682.538888888889,3.66210486713679,0.0144428492488832,0.147708353983767,-4.592260070372
"LOC102724985",426.644444444445,2260.9,3.6605159479506,0.0144669188340601,0.147708353983767,-4.59226094753795
"SMARCA2",-2212.83333333333,2982.69444444444,-3.66009919381228,0.0144732395734397,0.147708353983767,-4.59226117772821
"DGCR11",-206.875,278.843055555556,-3.6583512516648,0.014499784268012,0.147748065201154,-4.59226214373281
"ANXA2P3",-42567.15,65369.3361111111,-3.65591137038614,0.0145369299332955,0.147748065201154,-4.59226349361248
"COL4A4",-551.875,324.268055555556,-3.65422285843885,0.0145627000869414,0.147748065201154,-4.5922644287985
"HS6ST1",-212.130555555556,282.206944444444,-3.65372478576083,0.0145703116562584,0.147748065201154,-4.59226470481447
"CFHR1",-816.552777777778,1031.00138888889,-3.65348116974021,0.0145740362614562,0.147748065201154,-4.5922648398448
"RAB1A",-812.002777777778,1191.48194444444,-3.65251154880918,0.0145888714133314,0.147748065201154,-4.59226537745176
"GNAO1",269.3,292.794444444444,3.65232759837412,0.0145916877910468,0.147748065201154,-4.59226547947389
"SPIB",1072.03611111111,2028.59305555556,3.65131109431151,0.0146072621986828,0.147748065201154,-4.59226604342136
"BAZ2A",-834.761111111112,1575.71388888889,-3.64916518333599,0.0146402032205374,0.147769393588813,-4.59226723493622
"CACNB3",221.022222222222,763.216666666667,3.64812205361608,0.0146562465137375,0.147769393588813,-4.59226781461488
"PHF2",-376.433333333334,781.622222222222,-3.64623365907676,0.0146853410253565,0.147769393588813,-4.59226886481932
"PPM1F",3601.05555555556,3660.55,3.64622251674706,0.0146855128908754,0.147769393588813,-4.59226887101904
"TCF7L2",-586.95,606.675,-3.64557710716234,0.0146954719682792,0.147769393588813,-4.59226923019404
"TNFRSF10C",458.088888888889,856.944444444444,3.64483170596804,0.0147069835741811,0.147769393588813,-4.59226964516561
"YTHDC1",-579.325000000001,1065.20972222222,-3.64070872532724,0.0147708430620469,0.148247035947594,-4.59227194338385
"CXCL3",294.538888888889,274.755555555556,3.63862133419594,0.0148032946146177,0.14828574875139,-4.59227310881736
"BMP7",-701.916666666667,646.508333333333,-3.63836074608379,0.0148073515487737,0.14828574875139,-4.59227325439824
"COPS7A",-433.819444444445,882.156944444444,-3.63698463796489,0.0148287963740753,0.148336957561372,-4.59227402350709
"INSL3",400.022222222222,320.288888888889,3.63228052849471,0.0149023718221868,0.148908958482863,-4.59227665681684
"MSX2P1",572.711111111111,583.072222222222,3.62908743763854,0.0149525512745893,0.149176711831233,-4.59227844796285
"SHFM1",-461.950000000001,1029.875,-3.62677027444126,0.0149890862418874,0.149176711831233,-4.59227974963335
"ACSL3",-404.241666666667,431.323611111111,-3.62591110252764,0.0150026587762896,0.149176711831233,-4.59228023267508
"SSNA1",1162.11111111111,3131.67222222222,3.62566145312498,0.0150066051734792,0.149176711831233,-4.59228037307305
"PCBP3",972.933333333334,3612.51111111111,3.62536541377651,0.0150112864267034,0.149176711831233,-4.59228053958355
"TOM1L2",-1466.90555555556,1308.54166666667,-3.62291800497147,0.0150500510466453,0.149398484870687,-4.59228191714142
"FANCL",-207.636111111111,254.981944444444,-3.62128904536051,0.0150759155145401,0.149491856570489,-4.59228283500033
"GRIK2",-1734.22777777778,1148.89166666667,-3.61805970725869,0.0151273406915108,0.149729944874798,-4.59228465692409
"MINOS1-NBL1",950.116666666667,2864.30833333333,3.61596743180318,0.0151607656767299,0.149729944874798,-4.59228583898309
"B4GALNT1",244.577777777778,256.655555555556,3.61592091493365,0.0151615097601034,0.149729944874798,-4.59228586527811
"LOC102725213",-862.594444444445,1299.11944444444,-3.61367741462978,0.015197446268541,0.149729944874798,-4.59228713424079
"CACTIN",546.45,958.077777777778,3.61335229554333,0.0152026620989495,0.149729944874798,-4.59228731825721
"TPBG",-316.175,558.679166666667,-3.61262790126696,0.0152142907777042,0.149729944874798,-4.5922877283746
"DOC2B",207.611111111111,278.269444444444,3.611118662484,0.0152385511424893,0.149729944874798,-4.5922885833322
"SDC4",-3772.75555555556,3700.18333333333,-3.60897901424321,0.0152730207189648,0.149729944874798,-4.59228979656193
"VHL",-284.972222222222,413.330555555556,-3.60894144203258,0.0152736267984651,0.149729944874798,-4.59228981787836
"OCRL",-516.369444444445,649.070833333333,-3.60857729871704,0.0152795022366625,0.149729944874798,-4.59229002449515
"VAMP1",1206.88611111111,3457.04305555556,3.60588387659833,0.0153230406249229,0.149729944874798,-4.59229155397837
"SYNJ2",-271.483333333334,401.341666666667,-3.60483687180426,0.0153400033273895,0.149729944874798,-4.59229214911054
"DOCK1",-581.388888888889,1757.62222222222,-3.6033402635189,0.0153642873248705,0.149729944874798,-4.5922930003693
"TCTA",-884.733333333334,3517.15,-3.60333238066714,0.0153644153481892,0.149729944874798,-4.59229300485477
"PCSK1",200.963888888889,294.384722222222,3.60279685209945,0.0153731155755575,0.149729944874798,-4.59229330962218
"GANAB",-2488.63333333333,7970.75,-3.60258070424026,0.0153766287170241,0.149729944874798,-4.59229343265533
"ZFYVE26",265.769444444444,588.276388888889,3.60203727541962,0.0153854653374182,0.149729944874798,-4.59229374204092
"ADAM22",182.777777777778,113.005555555556,3.60134998152283,0.0153966496216075,0.149729944874798,-4.59229413345784
"AP3B1",-688.350000000001,918.458333333333,-3.59962541920238,0.0154247541370073,0.149823875907076,-4.59229511622311
"TRIM23",-485.175,488.056944444444,-3.59873435032646,0.0154392984530467,0.149823875907076,-4.59229562435808
"IRF3",1304.77222222222,2623.75277777778,3.59394089000141,0.0155178076687917,0.150425023538565,-4.59229836191034
"CAPNS1",4425.37777777778,11377.9555555556,3.59096042857861,0.0155668523028524,0.150739572992333,-4.59230006751897
"IFNAR1",-277.319444444445,214.334722222222,-3.58708054133318,0.0156309622783613,0.151199180377376,-4.59230229182261
"MEN1",423.683333333333,1131.05833333333,3.58448707065502,0.0156739837426858,0.15141552298243,-4.59230378115442
"TBC1D1",-685.472222222222,2423.60277777778,-3.58372396052326,0.0156866681852325,0.15141552298243,-4.59230421976446
"SLC19A1",223.141666666667,516.395833333333,3.57696384369306,0.0157995473610061,0.152343193927832,-4.59230811290785
"EIF3E",-1298.7,2249.61666666667,-3.57447966797576,0.0158412600127733,0.152583419614019,-4.59230954700504
"CBFB",-868.944444444445,1392.75555555556,-3.5724835016502,0.0158748692701464,0.15274516692875,-4.59231070072945
"STX16",-453.533333333333,1218.83888888889,-3.57044440807018,0.0159092851989808,0.152914325356976,-4.59231188050957
"LDB2",2032.47777777778,2983.51111111111,3.56721278843403,0.0159640029035858,0.153262509099606,-4.59231375284301
"SEC31A",-427.288888888889,1053.25555555556,-3.56631410153874,0.0159792575269544,0.153262509099606,-4.59231427408663
"TAF5L",274.552777777778,569.456944444444,3.56518841664971,0.0159983887253116,0.153284140075955,-4.59231492733642
"SRP9",-1685.76111111111,3571.24166666667,-3.56118835829679,0.0160665817634985,0.153591028751567,-4.5923172517398
"LOC101060817",-223.147222222222,388.5625,-3.56066517012062,0.0160755255418001,0.153591028751567,-4.59231755612057
"HGFAC",273.077777777778,282.055555555556,3.55945206433394,0.0160962851253703,0.153591028751567,-4.59231826220295
"CLEC11A",945.205555555556,1725.69166666667,3.55934855660911,0.016098057841186,0.153591028751567,-4.59231832246989
"ANPEP",3305.66111111111,5184.86944444444,3.55695411853533,0.016139128104424,0.153781965260654,-4.59231971753352
"RPL36AL",-1470.67222222222,3682.06388888889,-3.55550793391298,0.0161639913827781,0.153781965260654,-4.59232056096696
