"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC18A3",-168.577777777778,744.855555555555,-1.10763642834334,0.318214596349285,0.626021914368758,-4.59496631103779
"GPR39",246.166666666667,371.463888888889,1.10735772915679,0.318324207113924,0.626101943095663,-4.59496671529149
"PRPF31",332.566666666666,1488.61666666667,1.10706955189786,0.318437579839805,0.62618933485277,-4.59496713327008
"BIN1",531.483333333333,1516.875,1.10654758843781,0.318643015912596,0.62644988950059,-4.5949678902774
"ZMYND11",-196.411111111111,330.775,-1.10638249102005,0.318708019308844,0.62644988950059,-4.59496812970327
"AADAC",97.0805555555556,104.565277777778,1.10579359655791,0.318939976519936,0.626691925143714,-4.59496898366056
"SGSH",403.822222222222,3149.10555555556,1.10566781190819,0.318989540200377,0.626691925143714,-4.59496916604838
"MYL7",97.8861111111111,190.743055555556,1.10533219179249,0.319121819143942,0.626691925143714,-4.59496965267564
"GPR3",-107.944444444444,251.611111111111,-1.10532224077267,0.3191257418912,0.626691925143714,-4.59496966710348
"SIGLEC7",52.1527777777778,50.3791666666667,1.10519441234687,0.319176136267183,0.626691925143714,-4.59496985243752
"TMCC1",-216.411111111111,1350.5,-1.1048104075158,0.319327565525566,0.626838597537594,-4.5949704091648
"GALE",180.011111111111,264.675,1.10465501348869,0.319388861543982,0.626838597537594,-4.59497063444186
"SH3BP2",-118.25,248.063888888889,-1.10434621261642,0.319510699857785,0.626909490607191,-4.59497108209454
"PDE10A",100.7,281.647222222222,1.10421362907287,0.319563023396597,0.626909490607191,-4.59497127428565
"CXCL1",-118.391666666667,279.009722222222,-1.10356047913471,0.319820894186641,0.627088561681624,-4.59497222100801
"ATP1A1",139.247222222222,823.7875,1.10332557092616,0.31991368240672,0.627088561681624,-4.5949725614707
"POP4",-109.280555555556,549.243055555556,-1.10332145262921,0.319915309331907,0.627088561681624,-4.59497256743938
"CDC45",87.8222222222222,150.558333333333,1.10300522382564,0.320040256214459,0.627088561681624,-4.59497302573795
"GSTT2B",254.094444444444,827.813888888889,1.10297450971808,0.32005239407424,0.627088561681624,-4.59497307024921
"HAPLN1",64.1666666666667,45.6555555555556,1.10293364855759,0.320068542547177,0.627088561681624,-4.59497312946528
"NELL1",-377.319444444445,286.695833333333,-1.10257771280669,0.320209239310859,0.627228924015642,-4.59497364526756
"EFCAB14",-743.988888888889,3940.91111111111,-1.10201891111237,0.320430233901618,0.627345097422048,-4.59497445497756
"IL10RB",305.216666666667,1255.30277777778,1.10198733671392,0.320442724850813,0.627345097422048,-4.5949745007265
"LRRN3",69.5916666666667,72.7291666666667,1.101903857326,0.32047575162813,0.627345097422048,-4.59497462168051
"ULK1",310.433333333333,2843.41111111111,1.10168037061936,0.320564183651924,0.627382995067965,-4.5949749454823
"C8B",76.1666666666666,123.241666666667,1.10139951735029,0.320675345016403,0.62746535087979,-4.59497535237974
"ATG13",257.183333333333,981.913888888889,1.10102036786948,0.320825464584692,0.627546274238342,-4.59497590165113
"RNF19B",-296.522222222223,1275.53888888889,-1.10094608647793,0.320854882479672,0.627546274238342,-4.59497600925716
"KAZALD1",49.4444444444444,87.6166666666667,1.10076065199363,0.320928330829057,0.627554796322998,-4.5949762778755
"TYROBP",1299.3,2465.57777777778,1.10041401247094,0.321065669385454,0.6276079011117,-4.59497677998658
"PTGER2",65.2472222222221,363.948611111111,1.10034332413196,0.321093682314882,0.6276079011117,-4.59497688237506
"CST6",-90.1944444444445,120.391666666667,-1.09989909358866,0.321269773669791,0.627816986713149,-4.59497752578682
"SPAG11A",126.188888888889,270.686111111111,1.09949957322106,0.321428213104617,0.627901830540031,-4.59497810439178
"ARL4A",74.5666666666666,435.155555555556,1.09910582488202,0.321584429330832,0.627901830540031,-4.59497867459121
"NEUROG3",49.5861111111111,74.8458333333333,1.09909237836305,0.321589765274297,0.627901830540031,-4.59497869406273
"HIST1H1D",-175.980555555556,411.740277777778,-1.09898358935851,0.321632938505418,0.627901830540031,-4.59497885159499
"TGM1",79.9833333333334,151.063888888889,1.0989183354205,0.321658837113593,0.627901830540031,-4.59497894608447
"IL1R1",660.861111111111,2353.83611111111,1.09819871595973,0.321944565664474,0.628324557355052,-4.59497998802918
"GPX2",1270.77777777778,1278.06666666667,1.09786373544719,0.322077645870401,0.628449249718766,-4.59498047299842
"CKB",640.216666666666,3586.64166666667,1.09758676870791,0.322187714261659,0.628528996700741,-4.59498087395271
"MED14",-63.3166666666667,118.091666666667,-1.09645175094779,0.322639115867486,0.629047977845173,-4.59498251683493
"ABCC2",137.769444444444,199.943055555556,1.09636133815144,0.322675096820432,0.629047977845173,-4.59498264768635
"CD5L",100.511111111111,85.9555555555555,1.09623424261702,0.322725681983399,0.629047977845173,-4.5949828316233
"C9orf16",406.175,1530.79305555556,1.09622146187028,0.32273076921265,0.629047977845173,-4.59498285011976
"RENBP",332.619444444445,648.398611111111,1.09589307977246,0.322861501581355,0.629146618450005,-4.59498332534161
"OSBP",109.916666666667,359.136111111111,1.0957464046698,0.322919909194531,0.629146618450005,-4.59498353759361
"CCT5",-228.583333333334,1177.60277777778,-1.09525686654106,0.323114914342251,0.629324303906633,-4.594984245952
"ZKSCAN5",136.825,203.595833333333,1.09516961525451,0.323149681098815,0.629324303906633,-4.59498437219641
"UQCRC1",710.505555555555,3663.375,1.09498949968556,0.32322146137696,0.629329160490232,-4.59498463279939
"TUBB",3141.90555555556,10675.0305555556,1.09427541615678,0.323506175299615,0.629748519126961,-4.5949856658851
"PDE8A",253.477777777778,1760.63888888889,1.09265162863542,0.324154401725198,0.630740919364508,-4.59498801448683
"HMOX2",190.261111111111,1479.28055555556,1.09265047663928,0.324154862005232,0.630740919364508,-4.59498801615276
"GLI3",231.925,237.134722222222,1.09236910150464,0.32426730224686,0.630824567639372,-4.59498842304369
"UBTF",-297.661111111111,1517.04166666667,-1.09152455006474,0.3246049943609,0.631346287747335,-4.59498964418593
"ADAM23",-53.2305555555556,49.8208333333333,-1.0910027921636,0.32481376899286,0.631482418387487,-4.59499039848868
"BNC1",77.3444444444445,66.0722222222222,1.09100213338814,0.324814032666117,0.631482418387487,-4.59499039944102
"TMEM135",-742.477777777779,3459.07777777778,-1.0906241778983,0.324965338710606,0.631617159134529,-4.59499094579651
"HAAO",541.505555555555,2305.40277777778,1.09037211416161,0.325066280418134,0.631617159134529,-4.59499131014383
"GLCE",-99.2694444444445,163.440277777778,-1.09012238109366,0.325166315314724,0.631617159134529,-4.59499167110275
"TSR3",490.45,2241.94722222222,1.08992693917457,0.325244621375845,0.631617159134529,-4.59499195357682
"CNR2",54.0166666666667,95.0416666666667,1.08989041789672,0.325259255841335,0.631617159134529,-4.59499200636005
"AGA",-109.325,246.290277777778,-1.08978732517403,0.325300569242687,0.631617159134529,-4.59499215535496
"ATP8A2",-68.2083333333334,85.5263888888889,-1.0889414335845,0.325639722053431,0.631930254988489,-4.59499337775544
"SLITRK3",137.186111111111,125.479166666667,1.08871991268686,0.32572858900455,0.631930254988489,-4.59499369783887
"DDR2",140.113888888889,375.531944444444,1.08866967147883,0.325748747029698,0.631930254988489,-4.59499377043204
"E2F3",-81.5388888888889,241.847222222222,-1.08830862158677,0.325893640713948,0.631930254988489,-4.5949942920871
"GHRHR",71.1444444444445,168.583333333333,1.08830023380358,0.325897007489372,0.631930254988489,-4.59499430420552
"AURKB",354.744444444444,926.777777777778,1.08792571325809,0.326047366824861,0.631930254988489,-4.59499484527897
"R3HDM1",75.075,353.493055555556,1.08774740427987,0.326118973696734,0.631930254988489,-4.59499510286811
"ADCY10",57.5777777777778,110.855555555556,1.08772011418669,0.326129934279338,0.631930254988489,-4.59499514229111
"SELL",-131.994444444444,232.286111111111,-1.08721400104942,0.326333262891071,0.631930254988489,-4.59499587337434
"CCL20",91.6,124.566666666667,1.08719037264106,0.326342758148739,0.631930254988489,-4.59499590750372
"OPLAH",259.722222222222,531.405555555556,1.08711478447845,0.326373135423632,0.631930254988489,-4.59499601668371
"FAM131A",-142.391666666667,651.651388888889,-1.08700769010153,0.326416178524628,0.631930254988489,-4.59499617136836
"CXCL6",127.919444444445,193.756944444444,1.08698077964746,0.326426995070957,0.631930254988489,-4.59499621023663
"IFNAR2",82.0333333333333,292.827777777778,1.08695876900244,0.326435842387536,0.631930254988489,-4.59499624202766
"DOLPP1",-161.213888888889,343.7625,-1.08621454873427,0.326735107328992,0.632374809262568,-4.59499731685004
"PDE5A",69.125,81.5819444444444,1.08596701164296,0.326834698717206,0.632432801118104,-4.59499767431049
"AXIN1",-84.6472222222223,289.751388888889,-1.08502798535449,0.327212732797538,0.633029446645375,-4.59499903015052
"MIR4745",612.394444444444,5281.96388888889,1.08426899174602,0.327518562711476,0.633140437498504,-4.59500012583857
"TGFBRAP1",80.7666666666666,228.161111111111,1.08410438673091,0.327584921158866,0.633140437498504,-4.59500036343897
"FAM63B",-95.4694444444445,203.248611111111,-1.08401924517591,0.327619249424472,0.633140437498504,-4.59500048633378
"CRHR2",150.336111111111,312.8375,1.08397234022881,0.327638162368592,0.633140437498504,-4.59500055403621
"FAM110B",75.5194444444444,264.676388888889,1.08394742838218,0.32764820766688,0.633140437498504,-4.59500058999359
"FECH",-59.1555555555556,98.4805555555556,-1.08347921963981,0.327837054289562,0.633140437498504,-4.59500126576165
"SLC26A2",-120.341666666667,128.640277777778,-1.08315039637977,0.327969737049214,0.633140437498504,-4.59500174031156
"PMS2CL",-79.9444444444445,164.963888888889,-1.0830160340606,0.328023966518721,0.633140437498504,-4.59500193420999
"PGGT1B",88.2861111111111,156.126388888889,1.08297486900576,0.328040582526655,0.633140437498504,-4.59500199361416
"PYCR1",350.502777777778,394.476388888889,1.08288480142769,0.328076940232991,0.633140437498504,-4.59500212358631
"ST8SIA5",133.444444444444,156.633333333333,1.08273893474747,0.328135829754364,0.633140437498504,-4.59500233407385
"AMHR2",51.65,70.4416666666667,1.08255830449358,0.328208766611677,0.633140437498504,-4.59500259471611
"MELTF",392.272222222222,654.041666666667,1.08216414117469,0.328367974333181,0.633140437498504,-4.59500316344124
"LSM7",196.877777777778,1480.39444444444,1.08213042625027,0.328381595298426,0.633140437498504,-4.59500321208504
"DHCR7",-431.211111111112,2186.18888888889,-1.08194188771443,0.328457774533477,0.633140437498504,-4.59500348410105
"PRSS3",71.775,101.545833333333,1.08174144020953,0.328538782177853,0.633140437498504,-4.59500377328615
"HTR1B",-190.869444444445,470.751388888889,-1.08153678945022,0.328621506125523,0.633140437498504,-4.59500406852174
"TNIP1",-1099.87222222222,2708.56944444444,-1.08149365894232,0.328638942615382,0.633140437498504,-4.59500413074141
"TK2",-127.858333333333,342.143055555556,-1.08148366939464,0.328642981230312,0.633140437498504,-4.59500414515216
"ZSCAN9",249.15,637.727777777778,1.08143112253983,0.328664225785032,0.633140437498504,-4.59500422095477
"TRIM66",268.002777777778,704.843055555556,1.08046693280068,0.329054253631618,0.63375737611026,-4.59500561170725
"JAKMIP1",170.733333333333,248.619444444444,1.08000358609087,0.329241824367659,0.633950447557169,-4.59500627993243
"RORB",-71.8666666666667,136.169444444444,-1.07987451921891,0.329294089130763,0.633950447557169,-4.59500646605634
"WHSC1",-168.172222222222,359.130555555556,-1.07931125291879,0.329522263023592,0.634255290324918,-4.59500727826337
"ATP2B2",111.530555555556,436.379166666667,1.07849579352187,0.329852837285506,0.63456242360939,-4.59500845393658
"MYBPC2",185.488888888889,324.730555555556,1.07847900028891,0.329859647970456,0.63456242360939,-4.59500847814559
"AQP9",62.6138888888889,140.3625,1.07807547462372,0.330023338470432,0.63456242360939,-4.59500905983722
"ALPK3",242.916666666667,720.891666666667,1.07798867321707,0.330058558592383,0.63456242360939,-4.59500918495639
"ARFGAP3",-93.45,106.641666666667,-1.07791267702719,0.330089397076438,0.63456242360939,-4.59500929449841
"RANBP1",-60.2194444444446,342.143055555556,-1.07788406657011,0.330101007547547,0.63456242360939,-4.59500933573744
"NSL1",-436.244444444445,1618.95,-1.07760212272174,0.330215442436833,0.634648087950434,-4.59500974211591
"UCP2",397.955555555555,1889.84444444444,1.07711288789368,0.330414092607872,0.634836034451831,-4.59501044720932
"IL13",304.552777777778,439.7625,1.07682165323457,0.330532394708425,0.634836034451831,-4.59501086690356
"CDT1",309.491666666667,428.965277777778,1.07671916170937,0.330574036273579,0.634836034451831,-4.59501101459593
"HIST1H2BE",291.275,1061.8375,1.07667297154875,0.330592804465172,0.634836034451831,-4.59501108115573
"UBD",-196.225,321.231944444444,-1.07597752490293,0.330875491368075,0.635095377359918,-4.59501208320454
"MIR664B",-248.5,907.788888888889,-1.07595160824152,0.330886030022897,0.635095377359918,-4.59501212054396
"CKAP4",-530.061111111112,2308.78611111111,-1.07582474329261,0.330937622046074,0.635095377359918,-4.59501230332132
"SHOX",120.936111111111,174.5625,1.07553726071161,0.331054557653392,0.635129649518296,-4.59501271748428
"STK38L",-109.025,286.004166666667,-1.07543704133684,0.331095330889479,0.635129649518296,-4.59501286185919
"ABCF2",157.072222222222,377.925,1.07521352716664,0.331186280792208,0.63516997222036,-4.59501318383897
"RBM15B",-166.213888888889,533.184722222222,-1.07444185507032,0.331500444813717,0.635638281664131,-4.59501429532909
"SEC23IP",-106.9,352.638888888889,-1.07376990318233,0.331774217570339,0.635972310410136,-4.59501526302113
"MAF",941.983333333334,3194.33611111111,1.07367062073114,0.331814684469188,0.635972310410136,-4.59501540598686
"MYCBP2",-317.819444444445,1674.2375,-1.07337864300393,0.331933717123653,0.63606623473294,-4.59501582641237
"EDN3",75.3388888888889,74.6833333333333,1.07298006482717,0.332096267095912,0.63624349167521,-4.5950164002874
"C10orf12",115.241666666667,310.245833333333,1.07255607465849,0.33226925515574,0.636440667351241,-4.59501701069116
"CCL4",71.8611111111111,111.013888888889,1.07124739379183,0.332803681392808,0.637329925804528,-4.59501889436411
"NOS1",172.497222222222,263.984722222222,1.07080651599335,0.332983887511234,0.63754060924632,-4.59501952881658
"ARF5",1019.58888888889,5207.72222222222,1.07051498896163,0.333103093037665,0.637634434997074,-4.59501994830648
"ATP1B2",190.680555555556,192.381944444444,1.07033521060508,0.333176622591909,0.637640805520925,-4.59502020698208
"COPS5",-216.527777777778,1235.28333333333,-1.06998433970378,0.333320168990116,0.637704628468325,-4.59502071180337
"GZMK",126.761111111111,126.855555555556,1.06991049119885,0.333350388194166,0.637704628468325,-4.59502081804868
"MYOM2",-47.2333333333334,104.138888888889,-1.06965408720564,0.333455328185448,0.637771056203079,-4.59502118692056
"GUSBP9",105.083333333333,452.263888888889,1.06933334641555,0.333586639259752,0.637887883030806,-4.59502164831746
"PTK2B",185.886111111111,285.443055555556,1.06883480375295,0.333790829649925,0.638143991940701,-4.59502236541748
"SRPK3",459.025,690.990277777778,1.06831403086468,0.334004238511808,0.638417613300243,-4.59502311440063
"STRN3",-224.544444444445,687.461111111111,-1.06697089312333,0.334555182032716,0.639333749284279,-4.59502504568219
"MT1F",3498.98333333333,10248.4638888889,1.06668836019114,0.334671172911002,0.639333749284279,-4.59502545185211
"INPPL1",-350.744444444445,1261.83888888889,-1.06663105782654,0.334694701953842,0.639333749284279,-4.59502553422667
"TBX2",709.061111111111,1404.03888888889,1.06585356678061,0.335014088139735,0.639809285654586,-4.59502665178812
"TAP2",-535.586111111111,796.373611111111,-1.06528932364748,0.335246036177725,0.640117667984502,-4.59502746269408
"RBMX2",149.2,450.777777777778,1.06504888614531,0.335344916233265,0.640171894524327,-4.59502780820617
"LRRC15",216.213888888889,219.268055555556,1.06422119447663,0.335685494320564,0.640687401746939,-4.59502899745337
"TRIM25",-139.213888888889,228.284722222222,-1.06401163406217,0.335771770702191,0.640717435564706,-4.595029298516
"APP",10249.5888888889,15973.2666666667,1.06338882932448,0.336028291605693,0.641072247984565,-4.59503019316875
"PIGH",131.480555555555,692.365277777778,1.06310409245672,0.336145624470006,0.641157301123345,-4.59503060214408
"CCDC86",57.3722222222222,74.9166666666667,1.06293807769604,0.336214051001926,0.641157301123345,-4.59503084058217
"CLDN9",238.508333333333,1046.27361111111,1.06273538751498,0.336297610118985,0.64118203037589,-4.59503113168177
"FRAT2",232.027777777778,266.313888888889,1.06246029789696,0.336411044124898,0.641263696492435,-4.59503152673634
"TPP2",169.108333333333,316.5875,1.06147384510108,0.336818077771822,0.641549847208517,-4.59503294315091
"PHKG1",424.316666666666,789.908333333333,1.0613592491149,0.336865389846411,0.641549847208517,-4.59503310767264
"CXCR5",168.933333333333,282.233333333333,1.06126899396746,0.336902656535223,0.641549847208517,-4.59503323724567
"ATP5F1",-83.7694444444445,202.995833333333,-1.06122054957834,0.336922660847158,0.641549847208517,-4.59503330679269
"MIR7112",245.758333333333,698.723611111111,1.060664317918,0.337152419731841,0.641549847208517,-4.59503410526077
"ABHD3",-56.5083333333334,39.3569444444444,-1.06062160859992,0.337170066874565,0.641549847208517,-4.59503416656516
"RBMS1",653.963888888889,3837.55972222222,1.06054223205629,0.337202866696891,0.641549847208517,-4.59503428049944
"FAM32A",325.477777777778,1779.80555555556,1.06044735573102,0.337242074858312,0.641549847208517,-4.59503441667855
"DGKQ",71.5277777777778,108.966666666667,1.06043430308982,0.337247469236269,0.641549847208517,-4.59503443541318
"KCNA5",-196.383333333333,575.205555555556,-1.06038588520398,0.337267479953834,0.641549847208517,-4.59503450490747
"DNAJC24",-47.4805555555556,41.9569444444444,-1.05995997654661,0.33744354790545,0.641740278354393,-4.59503511617826
"PIGL",229.080555555556,363.8875,1.05980194538161,0.337508896807105,0.641740278354393,-4.59503534297024
"PAICS",-121.063888888889,332.343055555556,-1.05886158579646,0.337897975273212,0.642330693997249,-4.59503669230021
"RTEL1-TNFRSF6B",1034.77777777778,1752.03888888889,1.05860390303092,0.338004659119447,0.642330693997249,-4.59503706199485
"USP14",-103.925,973.565277777778,-1.05845320300495,0.33806706401391,0.642330693997249,-4.59503727819124
"PSG9",-91.6750000000001,137.768055555556,-1.05817829003118,0.338180930643899,0.642330693997249,-4.59503767256377
"UGCG",-98.8805555555556,187.676388888889,-1.05802942023065,0.338242604814608,0.642330693997249,-4.59503788611124
"GCGR",74.7083333333334,168.320833333333,1.05791125338443,0.338291566066688,0.642330693997249,-4.5950380556108
"PYY",188.4,441.741666666667,1.05779581689398,0.338339401818968,0.642330693997249,-4.59503822118895
"CARD8",149.858333333333,276.979166666667,1.05768541686203,0.33838515587106,0.642330693997249,-4.59503837953838
"BMP2K",93.6805555555556,150.320833333333,1.05738426122401,0.338509993081658,0.642344979458126,-4.59503881147032
"GFRA1",61.9083333333333,71.2097222222222,1.05726415664343,0.338559790576608,0.642344979458126,-4.59503898372076
"DLST",79.0277777777778,96.4361111111111,1.05715551665168,0.338604839991799,0.642344979458126,-4.59503913952443
"ZBTB16",2179.49166666667,3502.35138888889,1.05654986765549,0.338856075637519,0.642569397423665,-4.59504000802268
"PPT1",-345.922222222222,1375.46666666667,-1.05652925798276,0.338864627728653,0.642569397423665,-4.59504003757448
"RPE65",62.725,44.8069444444444,1.05627831005994,0.338968774533327,0.642600286664624,-4.59504039739105
"NCOR2",-337.355555555556,2295.60555555556,-1.05614909139161,0.339022412605623,0.642600286664624,-4.59504058265949
"SNRK",-208.816666666667,824.519444444444,-1.05568326760884,0.3392158335295,0.642832759430096,-4.59504125048704
"SNORA64",3186.32222222222,16749.0111111111,1.05520293735425,0.339415375652205,0.643076732801205,-4.59504193902715
"NDUFC1",-1358.02222222222,8825.8,-1.05460123928147,0.339665477332182,0.643416377603381,-4.59504280142314
"NOP14-AS1",63.0027777777778,91.3625,1.05410516470714,0.339871792785049,0.643641326092767,-4.59504351233021
"BRCA1",48.6305555555556,161.620833333333,1.05397497884929,0.339925954119454,0.643641326092767,-4.5950436988797
"FLII",412.761111111111,1406.29166666667,1.05347715991716,0.340133129469818,0.643899377860433,-4.59504441216937
"TPSB2",47.125,96.2152777777778,1.05277220504631,0.340426690364073,0.644042634850606,-4.59504542208993
"ACTL6B",173.708333333333,357.3875,1.05247393718872,0.340550961035073,0.644042634850606,-4.59504584933295
"CYP1A1",230.291666666667,506.093055555556,1.05181547329495,0.340825439930742,0.644042634850606,-4.59504679240659
"PDLIM4",178.683333333333,328.363888888889,1.05181362254054,0.340826211676045,0.644042634850606,-4.59504679505707
"ECD",-166.058333333333,519.415277777778,-1.05169907762254,0.34087397858641,0.644042634850606,-4.59504695909521
"DUX1",-184.427777777778,405.977777777778,-1.05127010221849,0.341052917868632,0.644042634850606,-4.59504757338049
"ZNF280B",112.108333333333,144.170833333333,1.05122043449045,0.34107364098129,0.644042634850606,-4.59504764449929
"SEMA3E",61.8416666666667,49.0736111111111,1.05119238214791,0.34108534586933,0.644042634850606,-4.59504768466678
"DUS4L",180.772222222222,339.997222222222,1.05114710723623,0.341104237619492,0.644042634850606,-4.59504774949425
"CACNA1G",142.119444444444,202.754166666667,1.05095069931824,0.341186202496841,0.644042634850606,-4.59504803071441
"LDB3",50.1472222222222,87.6458333333333,1.05076079961493,0.341265467182923,0.644042634850606,-4.59504830260204
"KLHL20",89.5361111111111,360.509722222222,1.05065178116694,0.341310978824323,0.644042634850606,-4.59504845868226
"TTC39A",58.3111111111111,85.8777777777778,1.05057917033492,0.341341294318548,0.644042634850606,-4.59504856263568
"PIR",-101.427777777778,233.425,-1.05056889294691,0.341345585378496,0.644042634850606,-4.59504857734916
"LMAN2",-330.925,1504.26527777778,-1.05032859167486,0.34144592999877,0.644042634850606,-4.59504892136159
"TGFB1",93.2166666666667,106.266666666667,1.05025235829881,0.341477768612984,0.644042634850606,-4.59504903049177
"SMG1P5",-64.863888888889,279.8625,-1.05023971092248,0.341483050989749,0.644042634850606,-4.59504904859663
"GTF2F1",161.066666666666,2037.71111111111,1.05023476131264,0.341485118291371,0.644042634850606,-4.59504905568203
"CGA",75,145.35,1.04986617265565,0.341639096263693,0.644199275765648,-4.59504958329306
"KRTAP26-1",192.366666666667,382.369444444444,1.04957238313188,0.341761868855166,0.644297022584366,-4.59505000379668
"GUCY1A3",202.433333333333,623.691666666667,1.0488226522741,0.342075344913143,0.644497482540588,-4.59505107674323
"Fas",-62.4111111111112,119.788888888889,-1.04877610927219,0.342094813381444,0.644497482540588,-4.59505114334422
"TGM4",52.8166666666667,216.563888888889,1.04871995029124,0.342118305361293,0.644497482540588,-4.59505122370414
"SREK1",-175.536111111111,618.756944444444,-1.04863934249978,0.342152026952627,0.644497482540588,-4.59505133904663
"IRS4",228.358333333333,241.676388888889,1.04771094543448,0.342540616214911,0.645074766357614,-4.59505266731863
"FKBP6",156.344444444444,153.544444444444,1.0475678661243,0.342600536486748,0.645074766357614,-4.5950528719948
"ZNF267",-136.736111111111,357.470833333333,-1.04710192219334,0.342795730694144,0.645222086388534,-4.59505353847664
"APAF1",-109.788888888889,173.080555555556,-1.04704197448492,0.342820850920518,0.645222086388534,-4.59505362421917
"LTA",175.125,374.193055555556,1.0465149147559,0.343041774541555,0.645263433312621,-4.59505437800673
"AIMP1",-120.791666666667,289.001388888889,-1.04649244984182,0.343051193654903,0.645263433312621,-4.59505441013309
"GSPT1",-111.044444444445,304.044444444444,-1.04625865358428,0.343149232941606,0.645263433312621,-4.595054744466
"SLC33A1",-290.844444444445,754.983333333333,-1.0462025831082,0.343172748845111,0.645263433312621,-4.59505482464464
"ITPKA",136.061111111111,132.191666666667,1.04614232303216,0.343198023376998,0.645263433312621,-4.59505491081288
"PLA2G4A",64.4805555555556,164.979166666667,1.04557197018031,0.34343732084197,0.645579715481709,-4.59505572631268
"VPS13A",-127.263888888889,320.076388888889,-1.0451845353562,0.343599953321802,0.645751784817283,-4.59505628020086
"IMPA1",-55.3694444444445,633.109722222222,-1.04455459298207,0.343864521045207,0.6460786677129,-4.59505718065955
"HMGN2",-6322.07222222223,16481.8138888889,-1.04443171915543,0.343916146470535,0.6460786677129,-4.59505735628098
"TTLL4",221.925,431.468055555556,1.04412023242577,0.344047046834286,0.646079869414281,-4.595057801457
"HCK",207.091666666667,511.5375,1.04409168100453,0.344059047490573,0.646079869414281,-4.59505784226071
"PAX3",47.3777777777778,84.1277777777778,1.04351630035029,0.344300965064507,0.646400509648805,-4.59505866448643
"POP7",181.330555555556,424.848611111111,1.04315140139384,0.344454460248561,0.646412806755817,-4.59505918586372
"GRM8",73.9222222222222,62.5888888888889,1.0430322396482,0.344504598254674,0.646412806755817,-4.59505935611379
"GJC2",68.625,167.5875,1.04298019396716,0.344526498708658,0.646412806755817,-4.59505943047131
"CYP2J2",187.755555555556,325.177777777778,1.04282411101804,0.344592184334655,0.646412806755817,-4.59505965346015
"NME1",-135.719444444445,570.109722222222,-1.04241166284806,0.344765808894115,0.64660496431659,-4.59506024266031
"C5",-83.5805555555556,188.898611111111,-1.0411279102239,0.345306689717275,0.647245760989211,-4.59506207612487
"HNRNPD",-337.247222222224,3139.09583333333,-1.04093757265179,0.345386944973747,0.647245760989211,-4.59506234791051
"ZNF135",-122.311111111111,196.788888888889,-1.04082213363886,0.345435627122393,0.647245760989211,-4.59506251274043
"POLG2",119.680555555556,238.143055555556,1.0407305390928,0.345474257851222,0.647245760989211,-4.59506264352018
"NCK1",217.966666666667,661.622222222222,1.04060940167703,0.345525354099449,0.647245760989211,-4.59506281647643
"BOLA2",288.847222222222,1018.79861111111,1.04058645946594,0.345535031931816,0.647245760989211,-4.59506284923195
"FBXW4P1",-405.055555555556,936.877777777778,-1.03943119672657,0.346022657165049,0.647761894934411,-4.59506449837473
"CHMP2B",97.2111111111111,282.508333333333,1.03939463462682,0.346038099111155,0.647761894934411,-4.59506455055855
"RPP40",125.947222222222,448.501388888889,1.0392847545058,0.346084510295284,0.647761894934411,-4.59506470738344
"UGT2B17",134.386111111111,198.5625,1.03910783797457,0.346159247320805,0.647761894934411,-4.59506495987491
"LOC105379655",-66.3333333333334,65.7527777777778,-1.03893510119433,0.34623223172694,0.647761894934411,-4.59506520638899
"MAS1",-55.0416666666667,70.5430555555556,-1.03892034412025,0.346238467456409,0.647761894934411,-4.59506522744838
"CHRNB4",300.8,2904.41388888889,1.03860466899274,0.346371881315164,0.647833260577876,-4.59506567791804
"HCFC1",-176.827777777778,621.883333333333,-1.03830094255926,0.346500286057505,0.647833260577876,-4.59506611129895
"MKNK1",77.911111111111,759.111111111111,1.03822902820218,0.346530694745858,0.647833260577876,-4.59506621390659
"PSPHP1",-132.769444444445,93.8125,-1.03814649683238,0.346565595556438,0.647833260577876,-4.59506633166005
"GATA2",460.302777777778,754.304166666667,1.03783895548946,0.346695674433235,0.647833260577876,-4.59506677042724
"ZDHHC17",-151.288888888889,420.194444444444,-1.0377030922416,0.346753152735321,0.647833260577876,-4.59506696425025
"HLA-DPA1",2283.32777777778,18169.4138888889,1.03764937764737,0.34677587943737,0.647833260577876,-4.59506704087763
"GABRB2",143.980555555556,594.765277777778,1.03641603564855,0.347298051887073,0.648549837080389,-4.59506879999869
"ST8SIA4",64.0611111111111,61.5194444444444,1.0364061078498,0.347302257795774,0.648549837080389,-4.59506881415625
"TET1",100.566666666667,74.1611111111111,1.03606877641352,0.34744519355405,0.64868339014418,-4.59506929518448
"NCK2",164.208333333333,1159.42361111111,1.03571736839132,0.347594146409014,0.648828119982136,-4.59506979623631
"MEP1A",130.9,306.544444444444,1.03524714793149,0.347793544622118,0.649066933594144,-4.59507046661686
"TRIM3",150.188888888889,318.730555555556,1.03498272543477,0.347905715818204,0.649142895804591,-4.5950708435571
"PA2G4",-189.386111111111,650.7875,-1.03419673038878,0.348239323513643,0.649631911167472,-4.59507196384153
"OVOL2",192.583333333333,541.055555555556,1.03384254681144,0.348389740822714,0.649779058704868,-4.59507246857899
"GPR19",131.05,236.952777777778,1.03365480736364,0.34846949349034,0.649794376795885,-4.59507273610047
"SLC8A2",391.736111111111,370.670833333333,1.03310970939239,0.348701140598068,0.650092869468852,-4.59507351276173
